Plant_ID,Date,Temperature (°C),F,Humidity (%),TDS Value (ppm),pH Level,Growth Days,weeks
19,9/12/2023,31.2,88.16,67,449,6,41,5.857142857
19,9/13/2023,30.4,86.72,52,417,6.6,42,6
19,9/14/2023,29.1,84.38,51,437,6.1,43,6.142857143
19,9/15/2023,30.6,87.08,73,536,6.5,44,6.285714286
19,9/16/2023,31.5,88.7,70,571,6.3,45,6.428571429
20,8/3/2023,33.4,92.12,56,708,6.1,1,0.142857143
20,8/4/2023,33.5,92.3,73,597,6.7,2,0.285714286
20,8/5/2023,33.4,92.12,60,483,6.7,3,0.428571429
20,8/6/2023,33.4,92.12,66,729,6.7,4,0.571428571
20,8/7/2023,33.4,92.12,72,430,6,5,0.714285714
20,8/8/2023,32.3,90.14,76,529,6.2,6,0.857142857
20,8/9/2023,32.3,90.14,69,767,6.3,7,1
20,8/10/2023,22.7,72.86,57,648,6.4,8,1.142857143
20,8/11/2023,31.9,89.42,50,592,6.6,9,1.285714286
20,8/12/2023,30.2,86.36,60,702,6.7,10,1.428571429
20,8/13/2023,30.1,86.18,72,747,6.5,11,1.571428571
20,8/14/2023,30.1,86.18,75,611,6.4,12,1.714285714
20,8/15/2023,30.1,86.18,72,562,6,13,1.857142857
20,8/16/2023,29.8,85.64,54,693,6,14,2
20,8/17/2023,29.6,85.28,79,626,6.2,15,2.142857143
20,8/18/2023,30.9,87.62,61,717,6.4,16,2.285714286
20,8/19/2023,30.8,87.44,66,722,6.1,17,2.428571429
20,8/20/2023,30.9,87.62,57,621,6.7,18,2.571428571
20,8/21/2023,30.2,86.36,61,458,6.7,19,2.714285714
20,8/22/2023,30.5,86.9,69,596,6,20,2.857142857
20,8/23/2023,30.8,87.44,66,770,6.1,21,3
20,8/24/2023,31.3,88.34,77,405,6.4,22,3.142857143
20,8/25/2023,31.4,88.52,76,796,6.8,23,3.285714286
20,8/26/2023,31.4,88.52,77,575,6.1,24,3.428571429
20,8/27/2023,30.1,86.18,74,415,6.6,25,3.571428571
20,8/28/2023,29.4,84.92,60,453,6.3,26,3.714285714
20,8/29/2023,28.7,83.66,53,727,6.4,27,3.857142857
20,8/30/2023,29.1,84.38,50,494,6.2,28,4
20,8/31/2023,29.2,84.56,52,612,6.8,29,4.142857143
20,9/1/2023,31.7,89.06,75,502,6.5,30,4.285714286
20,9/2/2023,31.7,89.06,68,742,6.5,31,4.428571429
20,9/3/2023,31.7,89.06,54,748,6.4,32,4.571428571
20,9/4/2023,31.7,89.06,68,611,6.2,33,4.714285714
20,9/5/2023,32,89.6,71,486,6.7,34,4.857142857
20,9/6/2023,32.1,89.78,68,607,6.2,35,5
20,9/7/2023,31.5,88.7,71,513,6.4,36,5.142857143
20,9/8/2023,29.8,85.64,51,591,6.6,37,5.285714286
20,9/9/2023,20.1,68.18,55,441,6.5,38,5.428571429
20,9/10/2023,31.1,87.98,74,637,6.2,39,5.571428571
20,9/11/2023,31.2,88.16,74,560,6.2,40,5.714285714
20,9/12/2023,31.2,88.16,51,588,6.6,41,5.857142857
20,9/13/2023,30.4,86.72,72,518,6.1,42,6
20,9/14/2023,29.1,84.38,51,570,6.3,43,6.142857143
20,9/15/2023,30.6,87.08,70,505,6.8,44,6.285714286
20,9/16/2023,31.5,88.7,57,759,6.6,45,6.428571429
21,8/3/2023,33.4,92.12,54,530,6.1,1,0.142857143
21,8/4/2023,33.5,92.3,65,626,6.7,2,0.285714286
21,8/5/2023,33.4,92.12,80,516,6.5,3,0.428571429
21,8/6/2023,33.4,92.12,63,592,6,4,0.571428571
21,8/7/2023,33.4,92.12,52,726,6.4,5,0.714285714
21,8/8/2023,32.3,90.14,63,443,6.2,6,0.857142857
21,8/9/2023,32.3,90.14,72,727,6.4,7,1
21,8/10/2023,22.7,72.86,60,625,6.1,8,1.142857143
21,8/11/2023,31.9,89.42,78,510,6.5,9,1.285714286
21,8/12/2023,30.2,86.36,67,460,6.6,10,1.428571429
21,8/13/2023,30.1,86.18,77,673,6.1,11,1.571428571
21,8/14/2023,30.1,86.18,75,504,6.5,12,1.714285714
21,8/15/2023,30.1,86.18,76,660,6.2,13,1.857142857
21,8/16/2023,29.8,85.64,54,418,6.8,14,2
21,8/17/2023,29.6,85.28,71,514,6.7,15,2.142857143
21,8/18/2023,30.9,87.62,53,778,6.4,16,2.285714286
21,8/19/2023,30.8,87.44,75,615,6.3,17,2.428571429
21,8/20/2023,30.9,87.62,63,785,6.4,18,2.571428571
21,8/21/2023,30.2,86.36,74,636,6.7,19,2.714285714
21,8/22/2023,30.5,86.9,53,576,6.4,20,2.857142857
21,8/23/2023,30.8,87.44,76,501,6.7,21,3
21,8/24/2023,31.3,88.34,59,594,6.1,22,3.142857143
21,8/25/2023,31.4,88.52,60,640,6.8,23,3.285714286
21,8/26/2023,31.4,88.52,73,553,6.6,24,3.428571429
21,8/27/2023,30.1,86.18,59,659,6.7,25,3.571428571
21,8/28/2023,29.4,84.92,68,600,6.1,26,3.714285714
21,8/29/2023,28.7,83.66,80,500,6.5,27,3.857142857
21,8/30/2023,29.1,84.38,55,653,6.2,28,4
21,8/31/2023,29.2,84.56,76,559,6.7,29,4.142857143
21,9/1/2023,31.7,89.06,60,511,6.6,30,4.285714286
21,9/2/2023,31.7,89.06,66,758,6.2,31,4.428571429
21,9/3/2023,31.7,89.06,50,448,6.3,32,4.571428571
21,9/4/2023,31.7,89.06,69,620,6.1,33,4.714285714
21,9/5/2023,32,89.6,59,686,6.1,34,4.857142857
21,9/6/2023,32.1,89.78,62,538,6.2,35,5
21,9/7/2023,31.5,88.7,72,784,6.1,36,5.142857143
21,9/8/2023,29.8,85.64,64,550,6.2,37,5.285714286
21,9/9/2023,20.1,68.18,70,470,6.4,38,5.428571429
21,9/10/2023,31.1,87.98,70,698,6.2,39,5.571428571
21,9/11/2023,31.2,88.16,77,610,6.4,40,5.714285714
21,9/12/2023,31.2,88.16,50,479,6.4,41,5.857142857
21,9/13/2023,30.4,86.72,63,630,6.3,42,6
21,9/14/2023,29.1,84.38,50,661,6.2,43,6.142857143
21,9/15/2023,30.6,87.08,76,528,6.4,44,6.285714286
21,9/16/2023,31.5,88.7,67,454,6.4,45,6.428571429
22,8/3/2023,33.4,92.12,70,620,6.2,1,0.142857143
22,8/4/2023,33.5,92.3,63,800,6.5,2,0.285714286
22,8/5/2023,33.4,92.12,50,602,6,3,0.428571429
22,8/6/2023,33.4,92.12,50,721,6,4,0.571428571
22,8/7/2023,33.4,92.12,65,571,6.3,5,0.714285714
22,8/8/2023,32.3,90.14,77,631,6.8,6,0.857142857
22,8/9/2023,32.3,90.14,70,418,6,7,1
22,8/10/2023,22.7,72.86,50,783,6.1,8,1.142857143
22,8/11/2023,31.9,89.42,74,480,6.7,9,1.285714286
22,8/12/2023,30.2,86.36,75,771,6.4,10,1.428571429
22,8/13/2023,30.1,86.18,64,519,6.7,11,1.571428571
22,8/14/2023,30.1,86.18,75,713,6.8,12,1.714285714
22,8/15/2023,30.1,86.18,52,405,6.3,13,1.857142857
22,8/16/2023,29.8,85.64,72,551,6.1,14,2
22,8/17/2023,29.6,85.28,65,651,6.7,15,2.142857143
22,8/18/2023,30.9,87.62,56,734,6.6,16,2.285714286
22,8/19/2023,30.8,87.44,67,479,6.7,17,2.428571429
22,8/20/2023,30.9,87.62,76,749,6.7,18,2.571428571
22,8/21/2023,30.2,86.36,55,678,6,19,2.714285714
22,8/22/2023,30.5,86.9,52,534,6.2,20,2.857142857
22,8/23/2023,30.8,87.44,64,596,6.6,21,3
22,8/24/2023,31.3,88.34,51,542,6.3,22,3.142857143
22,8/25/2023,31.4,88.52,68,609,6.1,23,3.285714286
22,8/26/2023,31.4,88.52,58,681,6.3,24,3.428571429
22,8/27/2023,30.1,86.18,72,402,6.1,25,3.571428571
22,8/28/2023,29.4,84.92,73,745,6.4,26,3.714285714
22,8/29/2023,28.7,83.66,57,751,6.4,27,3.857142857
22,8/30/2023,29.1,84.38,66,665,6.5,28,4
22,8/31/2023,29.2,84.56,58,596,6.5,29,4.142857143
22,9/1/2023,31.7,89.06,77,783,6.2,30,4.285714286
22,9/2/2023,31.7,89.06,59,519,6.2,31,4.428571429
22,9/3/2023,31.7,89.06,75,736,6.3,32,4.571428571
22,9/4/2023,31.7,89.06,59,533,6.7,33,4.714285714
22,9/5/2023,32,89.6,73,414,6.6,34,4.857142857
22,9/6/2023,32.1,89.78,67,473,6.7,35,5
22,9/7/2023,31.5,88.7,67,428,6,36,5.142857143
22,9/8/2023,29.8,85.64,71,665,6.4,37,5.285714286
22,9/9/2023,20.1,68.18,62,560,6.8,38,5.428571429
22,9/10/2023,31.1,87.98,50,782,6.8,39,5.571428571
22,9/11/2023,31.2,88.16,72,765,6.2,40,5.714285714
22,9/12/2023,31.2,88.16,65,724,6.3,41,5.857142857
22,9/13/2023,30.4,86.72,52,440,6.3,42,6
22,9/14/2023,29.1,84.38,60,492,6.7,43,6.142857143
22,9/15/2023,30.6,87.08,60,664,6.6,44,6.285714286
22,9/16/2023,31.5,88.7,71,578,6.8,45,6.428571429
23,8/3/2023,33.4,92.12,59,745,6,1,0.142857143
23,8/4/2023,33.5,92.3,56,476,6.5,2,0.285714286
23,8/5/2023,33.4,92.12,76,473,6.2,3,0.428571429
23,8/6/2023,33.4,92.12,54,633,6,4,0.571428571
23,8/7/2023,33.4,92.12,61,627,6.4,5,0.714285714
23,8/8/2023,32.3,90.14,78,529,6.4,6,0.857142857
23,8/9/2023,32.3,90.14,68,514,6.5,7,1
23,8/10/2023,22.7,72.86,80,475,6.2,8,1.142857143
23,8/11/2023,31.9,89.42,78,497,6.5,9,1.285714286
23,8/12/2023,30.2,86.36,78,761,6.7,10,1.428571429
23,8/13/2023,30.1,86.18,55,631,6.4,11,1.571428571
23,8/14/2023,30.1,86.18,67,547,6.8,12,1.714285714
23,8/15/2023,30.1,86.18,52,607,6.3,13,1.857142857
23,8/16/2023,29.8,85.64,50,722,6.5,14,2
23,8/17/2023,29.6,85.28,63,546,6.7,15,2.142857143
23,8/18/2023,30.9,87.62,74,612,6.5,16,2.285714286
23,8/19/2023,30.8,87.44,71,697,6.7,17,2.428571429
23,8/20/2023,30.9,87.62,67,566,6.1,18,2.571428571
23,8/21/2023,30.2,86.36,69,791,6.4,19,2.714285714
23,8/22/2023,30.5,86.9,67,577,6.3,20,2.857142857
23,8/23/2023,30.8,87.44,59,798,6.2,21,3
23,8/24/2023,31.3,88.34,72,737,6.8,22,3.142857143
23,8/25/2023,31.4,88.52,51,778,6,23,3.285714286
23,8/26/2023,31.4,88.52,57,602,6.3,24,3.428571429
23,8/27/2023,30.1,86.18,52,720,6.5,25,3.571428571
23,8/28/2023,29.4,84.92,75,685,6.1,26,3.714285714
23,8/29/2023,28.7,83.66,78,550,6.1,27,3.857142857
23,8/30/2023,29.1,84.38,67,755,6.8,28,4
23,8/31/2023,29.2,84.56,56,630,6.3,29,4.142857143
23,9/1/2023,31.7,89.06,77,575,6.3,30,4.285714286
23,9/2/2023,31.7,89.06,71,449,6.2,31,4.428571429
23,9/3/2023,31.7,89.06,66,538,6.3,32,4.571428571
23,9/4/2023,31.7,89.06,53,465,6.5,33,4.714285714
23,9/5/2023,32,89.6,71,560,6.7,34,4.857142857
23,9/6/2023,32.1,89.78,76,749,6.3,35,5
23,9/7/2023,31.5,88.7,69,518,6.6,36,5.142857143
23,9/8/2023,29.8,85.64,64,640,6.6,37,5.285714286
23,9/9/2023,20.1,68.18,73,572,6.7,38,5.428571429
23,9/10/2023,31.1,87.98,52,528,6.5,39,5.571428571
23,9/11/2023,31.2,88.16,66,530,6.3,40,5.714285714
23,9/12/2023,31.2,88.16,53,515,6,41,5.857142857
23,9/13/2023,30.4,86.72,69,665,6.4,42,6
23,9/14/2023,29.1,84.38,65,602,6.7,43,6.142857143
23,9/15/2023,30.6,87.08,55,776,6.6,44,6.285714286
23,9/16/2023,30.6,87.08,55,776,6.6,45,6.428571429
23,9/17/2023,33.4,92.12,56,632,6.4,46,6.571428571
24,8/3/2023,33.5,92.3,76,534,6.3,1,0.142857143
24,8/4/2023,33.4,92.12,64,647,6.1,2,0.285714286
24,8/5/2023,33.4,92.12,72,704,6.5,3,0.428571429
24,8/6/2023,33.4,92.12,72,606,6.8,4,0.571428571
24,8/7/2023,32.3,90.14,76,608,6.3,5,0.714285714
24,8/8/2023,32.3,90.14,50,782,6.5,6,0.857142857
24,8/9/2023,22.7,72.86,64,683,6.2,7,1
24,8/10/2023,31.9,89.42,72,441,6.6,8,1.142857143
24,8/11/2023,30.2,86.36,70,766,6,9,1.285714286
24,8/12/2023,30.1,86.18,58,661,6,10,1.428571429
24,8/13/2023,30.1,86.18,54,582,6.1,11,1.571428571
24,8/14/2023,30.1,86.18,55,676,6.1,12,1.714285714
24,8/15/2023,29.8,85.64,74,576,6.3,13,1.857142857
24,8/16/2023,29.6,85.28,69,566,6,14,2
24,8/17/2023,30.9,87.62,78,719,6.6,15,2.142857143
24,8/18/2023,30.8,87.44,67,412,6.5,16,2.285714286
24,8/19/2023,30.9,87.62,70,683,6.2,17,2.428571429
24,8/20/2023,30.2,86.36,65,749,6.6,18,2.571428571
24,8/21/2023,30.5,86.9,69,747,6.7,19,2.714285714
24,8/22/2023,30.8,87.44,57,716,6.1,20,2.857142857
24,8/23/2023,31.3,88.34,77,658,6.1,21,3
24,8/24/2023,31.4,88.52,72,401,6.4,22,3.142857143
24,8/25/2023,31.4,88.52,51,547,6.3,23,3.285714286
24,8/26/2023,30.1,86.18,74,691,6.5,24,3.428571429
24,8/27/2023,29.4,84.92,74,513,6.3,25,3.571428571
24,8/28/2023,28.7,83.66,77,718,6.2,26,3.714285714
24,8/29/2023,29.1,84.38,68,748,6.6,27,3.857142857
24,8/30/2023,29.2,84.56,56,430,6,28,4
24,8/31/2023,31.7,89.06,75,634,6.6,29,4.142857143
24,9/1/2023,31.7,89.06,59,532,6.5,30,4.285714286
24,9/2/2023,31.7,89.06,76,664,6.6,31,4.428571429
24,9/3/2023,31.7,89.06,76,465,6.6,32,4.571428571
24,9/4/2023,32,89.6,69,491,6.1,33,4.714285714
24,9/5/2023,32.1,89.78,61,428,6.5,34,4.857142857
24,9/6/2023,31.5,88.7,50,591,6,35,5
24,9/7/2023,29.8,85.64,61,604,6,36,5.142857143
24,9/8/2023,20.1,68.18,75,485,6.4,37,5.285714286
24,9/9/2023,31.1,87.98,71,756,6.1,38,5.428571429
24,9/10/2023,31.2,88.16,51,624,6.4,39,5.571428571
24,9/11/2023,31.2,88.16,70,402,6.7,40,5.714285714
24,9/12/2023,30.4,86.72,69,490,6,41,5.857142857
24,9/13/2023,29.1,84.38,51,697,6.1,42,6
24,9/14/2023,30.6,87.08,56,546,6,43,6.142857143
24,9/15/2023,31.5,88.7,70,503,6.5,44,6.285714286
24,9/16/2023,25,77,62,490,6.1,45,6.428571429
25,8/3/2023,33.4,92.12,53,598,6.7,1,0.142857143
25,8/4/2023,33.5,92.3,60,428,6,2,0.285714286
25,8/5/2023,33.4,92.12,77,558,6.5,3,0.428571429
25,8/6/2023,33.4,92.12,57,640,6.3,4,0.571428571
25,8/7/2023,33.4,92.12,53,781,6.2,5,0.714285714
25,8/8/2023,32.3,90.14,75,603,6.4,6,0.857142857
25,8/9/2023,32.3,90.14,66,567,6.2,7,1
25,8/10/2023,22.7,72.86,72,525,6.8,8,1.142857143
25,8/11/2023,31.9,89.42,76,533,6,9,1.285714286
25,8/12/2023,30.2,86.36,77,453,6.4,10,1.428571429
25,8/13/2023,30.1,86.18,64,503,6.7,11,1.571428571
25,8/14/2023,30.1,86.18,63,744,6.2,12,1.714285714
25,8/15/2023,30.1,86.18,76,424,6.4,13,1.857142857
25,8/16/2023,29.8,85.64,55,797,6.2,14,2
25,8/17/2023,29.6,85.28,55,668,6.7,15,2.142857143
25,8/18/2023,30.9,87.62,67,411,6.3,16,2.285714286
25,8/19/2023,30.8,87.44,74,467,6,17,2.428571429
25,8/20/2023,30.9,87.62,70,637,6.3,18,2.571428571
25,8/21/2023,30.2,86.36,69,719,6.4,19,2.714285714
25,8/22/2023,30.5,86.9,77,703,6.4,20,2.857142857
25,8/23/2023,30.8,87.44,79,738,6.6,21,3
25,8/24/2023,31.3,88.34,73,761,6.8,22,3.142857143
25,8/25/2023,31.4,88.52,54,760,6.6,23,3.285714286
25,8/26/2023,31.4,88.52,72,467,6.5,24,3.428571429
25,8/27/2023,30.1,86.18,57,448,6.1,25,3.571428571
25,8/28/2023,29.4,84.92,51,470,6.2,26,3.714285714
25,8/29/2023,28.7,83.66,73,474,6,27,3.857142857
25,8/30/2023,29.1,84.38,68,679,6.5,28,4
25,8/31/2023,29.2,84.56,66,703,6.7,29,4.142857143
25,9/1/2023,31.7,89.06,75,565,6.6,30,4.285714286
25,9/2/2023,31.7,89.06,73,416,6.5,31,4.428571429
25,9/3/2023,31.7,89.06,75,414,6.5,32,4.571428571
25,9/4/2023,31.7,89.06,60,551,6.3,33,4.714285714
25,9/5/2023,32,89.6,76,648,6.2,34,4.857142857
25,9/6/2023,32.1,89.78,73,416,6.2,35,5
25,9/7/2023,31.5,88.7,59,657,6.6,36,5.142857143
25,9/8/2023,29.8,85.64,75,649,6.2,37,5.285714286
25,9/9/2023,20.1,68.18,79,420,6.1,38,5.428571429
25,9/10/2023,31.1,87.98,78,608,6.3,39,5.571428571
25,9/11/2023,31.2,88.16,77,680,6.6,40,5.714285714
25,9/12/2023,31.2,88.16,72,682,6.7,41,5.857142857
25,9/13/2023,30.4,86.72,73,514,6,42,6
25,9/14/2023,29.1,84.38,50,446,6.3,43,6.142857143
25,9/15/2023,30.6,87.08,51,796,6.4,44,6.285714286
25,9/16/2023,31.5,88.7,58,429,6.5,45,6.428571429
26,8/3/2023,33.4,92.12,54,458,6.3,1,0.142857143
26,8/4/2023,33.5,92.3,64,509,6.6,2,0.285714286
26,8/5/2023,33.4,92.12,51,774,6.7,3,0.428571429
26,8/6/2023,33.4,92.12,55,423,6.4,4,0.571428571
26,8/7/2023,33.4,92.12,70,410,6,5,0.714285714
26,8/8/2023,32.3,90.14,63,669,6.1,6,0.857142857
26,8/9/2023,32.3,90.14,77,513,6.5,7,1
26,8/10/2023,22.7,72.86,74,495,6.8,8,1.142857143
26,8/11/2023,31.9,89.42,79,709,6.1,9,1.285714286
26,8/12/2023,30.2,86.36,50,628,6.5,10,1.428571429
26,8/13/2023,30.1,86.18,73,515,6.6,11,1.571428571
26,8/14/2023,30.1,86.18,78,482,6.1,12,1.714285714
26,8/15/2023,30.1,86.18,54,607,6.8,13,1.857142857
26,8/16/2023,29.8,85.64,53,523,6.8,14,2
26,8/17/2023,29.6,85.28,71,773,6.2,15,2.142857143
26,8/18/2023,30.9,87.62,67,735,6.2,16,2.285714286
26,8/19/2023,30.8,87.44,70,740,6.2,17,2.428571429
26,8/20/2023,30.9,87.62,53,592,6.4,18,2.571428571
26,8/21/2023,30.2,86.36,52,513,6.6,19,2.714285714
26,8/22/2023,30.5,86.9,55,473,6.3,20,2.857142857
26,8/23/2023,30.8,87.44,57,409,6.6,21,3
26,8/24/2023,31.3,88.34,67,548,6.2,22,3.142857143
26,8/25/2023,31.4,88.52,74,416,6.4,23,3.285714286
26,8/26/2023,31.4,88.52,55,688,6.5,24,3.428571429
26,8/27/2023,30.1,86.18,72,610,6.4,25,3.571428571
26,8/28/2023,29.4,84.92,57,402,6.5,26,3.714285714
26,8/29/2023,28.7,83.66,66,413,6.2,27,3.857142857
26,8/30/2023,29.1,84.38,50,578,6.5,28,4
26,8/31/2023,29.2,84.56,69,614,6.2,29,4.142857143
26,9/1/2023,31.7,89.06,61,731,6.4,30,4.285714286
26,9/2/2023,31.7,89.06,61,663,6.7,31,4.428571429
26,9/3/2023,31.7,89.06,78,441,6.4,32,4.571428571
26,9/4/2023,31.7,89.06,57,662,6.4,33,4.714285714
26,9/5/2023,32,89.6,73,459,6.2,34,4.857142857
26,9/6/2023,32.1,89.78,62,577,6,35,5
26,9/7/2023,31.5,88.7,55,632,6.4,36,5.142857143
26,9/8/2023,29.8,85.64,52,464,6.8,37,5.285714286
26,9/9/2023,20.1,68.18,69,621,6.3,38,5.428571429
26,9/10/2023,31.1,87.98,58,496,6.4,39,5.571428571
26,9/11/2023,31.2,88.16,58,503,6.3,40,5.714285714
26,9/12/2023,31.2,88.16,57,545,6.3,41,5.857142857
26,9/13/2023,30.4,86.72,64,746,6.4,42,6
26,9/14/2023,29.1,84.38,71,734,6.4,43,6.142857143
26,9/15/2023,30.6,87.08,58,791,6.1,44,6.285714286
26,9/16/2023,31.5,88.7,71,568,6.1,45,6.428571429
27,8/3/2023,33.4,92.12,76,411,6.7,1,0.142857143
27,8/4/2023,33.5,92.3,55,758,6.3,2,0.285714286
27,8/5/2023,33.4,92.12,75,676,6.5,3,0.428571429
27,8/6/2023,33.4,92.12,67,699,6.6,4,0.571428571
27,8/7/2023,33.4,92.12,67,480,6.1,5,0.714285714
27,8/8/2023,32.3,90.14,53,461,6.7,6,0.857142857
27,8/9/2023,32.3,90.14,80,722,6.1,7,1
27,8/10/2023,22.7,72.86,77,723,6.6,8,1.142857143
27,8/11/2023,31.9,89.42,53,538,6.3,9,1.285714286
27,8/12/2023,30.2,86.36,80,577,6.5,10,1.428571429
27,8/13/2023,30.1,86.18,79,493,6.6,11,1.571428571
27,8/14/2023,30.1,86.18,60,653,6.6,12,1.714285714
27,8/15/2023,30.1,86.18,50,466,6.6,13,1.857142857
27,8/16/2023,29.8,85.64,64,785,6.5,14,2
27,8/17/2023,29.6,85.28,56,676,6.6,15,2.142857143
27,8/18/2023,30.9,87.62,75,716,6.4,16,2.285714286
27,8/19/2023,30.8,87.44,59,576,6.2,17,2.428571429
27,8/20/2023,30.9,87.62,54,520,6.6,18,2.571428571
27,8/21/2023,30.2,86.36,78,582,6.7,19,2.714285714
27,8/22/2023,30.5,86.9,69,703,6.3,20,2.857142857
27,8/23/2023,30.8,87.44,64,736,6.5,21,3
27,8/24/2023,31.3,88.34,62,799,6.4,22,3.142857143
27,8/25/2023,31.4,88.52,71,646,6.7,23,3.285714286
27,8/26/2023,31.4,88.52,50,494,6,24,3.428571429
27,8/27/2023,30.1,86.18,55,651,6.6,25,3.571428571
27,8/28/2023,29.4,84.92,66,460,6.7,26,3.714285714
27,8/29/2023,28.7,83.66,65,800,6.5,27,3.857142857
27,8/30/2023,29.1,84.38,73,726,6.2,28,4
27,8/31/2023,29.2,84.56,75,453,6.6,29,4.142857143
27,9/1/2023,31.7,89.06,55,660,6.4,30,4.285714286
27,9/2/2023,31.7,89.06,66,793,6.5,31,4.428571429
27,9/3/2023,31.7,89.06,60,749,6.6,32,4.571428571
27,9/4/2023,31.7,89.06,52,400,6.5,33,4.714285714
27,9/5/2023,32,89.6,61,772,6.7,34,4.857142857
27,9/6/2023,32.1,89.78,70,799,6.1,35,5
27,9/7/2023,31.5,88.7,70,420,6.7,36,5.142857143
27,9/8/2023,29.8,85.64,56,421,6.6,37,5.285714286
27,9/9/2023,20.1,68.18,60,500,6.5,38,5.428571429
27,9/10/2023,31.1,87.98,56,502,6.6,39,5.571428571
27,9/11/2023,31.2,88.16,61,681,6.6,40,5.714285714
27,9/12/2023,31.2,88.16,71,539,6.5,41,5.857142857
27,9/13/2023,30.4,86.72,73,645,6.5,42,6
27,9/14/2023,29.1,84.38,54,658,6.5,43,6.142857143
27,9/15/2023,30.6,87.08,76,470,6.2,44,6.285714286
27,9/16/2023,31.5,88.7,53,454,6.8,45,6.428571429
28,8/3/2023,33.4,92.12,58,557,6.8,1,0.142857143
28,8/4/2023,33.5,92.3,56,523,6.3,2,0.285714286
28,8/5/2023,33.4,92.12,74,768,6.2,3,0.428571429
28,8/6/2023,33.4,92.12,75,607,6.5,4,0.571428571
28,8/7/2023,33.4,92.12,68,598,6.1,5,0.714285714
28,8/8/2023,32.3,90.14,55,786,6.3,6,0.857142857
28,8/9/2023,32.3,90.14,72,554,6.3,7,1
28,8/10/2023,22.7,72.86,56,498,6.2,8,1.142857143
28,8/11/2023,31.9,89.42,74,511,6.4,9,1.285714286
28,8/12/2023,30.2,86.36,53,455,6.2,10,1.428571429
28,8/13/2023,30.1,86.18,64,669,6.2,11,1.571428571
28,8/14/2023,30.1,86.18,79,601,6.5,12,1.714285714
28,8/15/2023,30.1,86.18,56,421,6.6,13,1.857142857
28,8/16/2023,29.8,85.64,60,406,6.4,14,2
28,8/17/2023,29.6,85.28,65,571,6.7,15,2.142857143
28,8/18/2023,30.9,87.62,51,554,6.8,16,2.285714286
28,8/19/2023,30.8,87.44,51,529,6.7,17,2.428571429
28,8/20/2023,30.9,87.62,78,403,6.6,18,2.571428571
28,8/21/2023,30.2,86.36,75,643,6.6,19,2.714285714
28,8/22/2023,30.5,86.9,52,639,6.3,20,2.857142857
28,8/23/2023,30.8,87.44,59,788,6.6,21,3
28,8/24/2023,31.3,88.34,78,425,6.7,22,3.142857143
28,8/25/2023,31.4,88.52,77,459,6.5,23,3.285714286
28,8/26/2023,31.4,88.52,76,624,6.3,24,3.428571429
28,8/27/2023,30.1,86.18,73,411,6.3,25,3.571428571
28,8/28/2023,29.4,84.92,50,626,6,26,3.714285714
28,8/29/2023,28.7,83.66,60,728,6.6,27,3.857142857
28,8/30/2023,29.1,84.38,62,400,6.1,28,4
28,8/31/2023,29.2,84.56,64,555,6.6,29,4.142857143
28,9/1/2023,31.7,89.06,58,710,6.1,30,4.285714286
28,9/2/2023,31.7,89.06,56,641,6.5,31,4.428571429
28,9/3/2023,31.7,89.06,60,480,6.7,32,4.571428571
28,9/4/2023,31.7,89.06,70,689,6.5,33,4.714285714
28,9/5/2023,32,89.6,78,789,6.1,34,4.857142857
28,9/6/2023,32.1,89.78,61,601,6.1,35,5
28,9/7/2023,31.5,88.7,54,718,6.4,36,5.142857143
28,9/8/2023,29.8,85.64,74,434,6.2,37,5.285714286
28,9/9/2023,20.1,68.18,62,472,6.1,38,5.428571429
28,9/10/2023,31.1,87.98,50,534,6.3,39,5.571428571
28,9/11/2023,31.2,88.16,69,531,6.1,40,5.714285714
28,9/12/2023,31.2,88.16,60,774,6.8,41,5.857142857
28,9/13/2023,30.4,86.72,79,619,6.2,42,6
28,9/14/2023,29.1,84.38,72,772,6.6,43,6.142857143
28,9/15/2023,30.6,87.08,70,565,6.4,44,6.285714286
28,9/16/2023,31.5,88.7,74,418,6.5,45,6.428571429
29,8/3/2023,33.4,92.12,60,678,6.3,1,0.142857143
29,8/4/2023,33.5,92.3,58,566,6.3,2,0.285714286
29,8/5/2023,33.4,92.12,66,526,6.2,3,0.428571429
29,8/6/2023,33.4,92.12,71,707,6.6,4,0.571428571
29,8/7/2023,33.4,92.12,74,547,6.6,5,0.714285714
29,8/8/2023,32.3,90.14,63,703,6.2,6,0.857142857
29,8/9/2023,32.3,90.14,69,704,6.5,7,1
29,8/10/2023,22.7,72.86,67,597,6.4,8,1.142857143
29,8/11/2023,31.9,89.42,64,787,6.8,9,1.285714286
29,8/12/2023,30.2,86.36,50,542,6.6,10,1.428571429
29,8/13/2023,30.1,86.18,71,464,6.7,11,1.571428571
29,8/14/2023,30.1,86.18,58,789,6.8,12,1.714285714
29,8/15/2023,30.1,86.18,77,688,6.2,13,1.857142857
29,8/16/2023,29.8,85.64,64,706,6.2,14,2
29,8/17/2023,29.6,85.28,51,402,6.5,15,2.142857143
29,8/18/2023,30.9,87.62,66,547,6.2,16,2.285714286
29,8/19/2023,30.8,87.44,74,694,6.7,17,2.428571429
29,8/20/2023,30.9,87.62,75,478,6.5,18,2.571428571
29,8/21/2023,30.2,86.36,65,562,6.7,19,2.714285714
29,8/22/2023,30.5,86.9,51,548,6.3,20,2.857142857
29,8/23/2023,30.8,87.44,59,479,6.3,21,3
